Alsatian	POS	French	German	BabelNetId	Cosine
Màmme [WKT] ; Màmma [ACPA]	N	mère;maman	Momma;Mama	bn:00052511n	0.67
Kritzung [ACPA] ; Krizung [ACPA]	N	métissage;croisement	Kreuzung;Kreuzungen	bn:00023950n	1.00
Secherhait [ACPA] ; Sicherheit [WKT]	N	sécurité;sûreté	Sicherheit	bn:03153749n	1.00
Rosa [ACPA;WKT] ; Ros [OLCA67;OLCA68;WKT] ; Rose [WKT]	N	rose	Rose;Rosen;Rosa	bn:00068283n	0.75
umàrme [ACPA] ; umàrma [ACPA]	V	étreindre;embrasser	umarmen	bn:00083805v	1.00
vil [WKT] ; vill [ACPA] ; viel [OLCA67;OLCA68;WKT] ; vëël [WKT]	ADV	beaucoup	viel	bn:00114047r	1.00
Schwànz [ACPA;OLCA67;OLCA68;WKT]	N	bite;queue;verge	Schwanz	bn:00054278n	0.76
Gemees [WKT] ; Gmies [OLCA68] ; Gmias [ACPA] ; Gemies [OLCA67;OLCA68;WKT]	N	légumes;légume	Gemüse	bn:00079663n	1.00
Dänkmãl [WKT] ; Dankmol [ACPA] ; Dënkmàl [WKT] ; Dënkmäler [WKT]	N	monument;monuments	Denkmal;Denkmäler	bn:00054297n	0.82
Verein [OLCA67;OLCA68] ; Veran [ACPA] ; Verain [ACPA]	N	association;club	Verein	bn:00008141n	0.82
Klàjer [ACPA] ; Klàger [ACPA]	N	requérant;plaignant;demandeur	Kläger	bn:00021346n	0.87
Làda [OLCA68] ; Lààda [ACPA] ; Làde [OLCA67;OLCA68]	N	magasin;commerce;boutique	Laden	bn:00071215n	0.89
wild [ACPA] ; weld [ACPA]	A	féroce;sauvage	wild;wilden	bn:00102901a	0.75
Schüm [ACPA;OLCA67;OLCA68] ; Schühm [ACPA] ; Schümm [ACPA]	N	mousse;écume	Schaum	bn:00035548n	1.00
Stirne [WKT] ; Schterna [ACPA] ; Schtirn [ACPA] ; Stirn [WKT]	N	front	Stirn	bn:00013389n	1.00
Brännwitta [ACPA] ; Brännwitte [ACPA]	N	distance focale;focale	Brennweite	bn:00035555n	1.00
Brama [OLCA68] ; Bram [OLCA67] ; Brahma [ACPA] ; Bräm [OLCA67;OLCA68]	N	taon	Brämen;Bräme	bn:00019688n	0.87
Gewinn [OLCA67;OLCA68] ; Gwenn [ACPA]	N	profit;gain;bénéfice	Gewinn;Gewinne	bn:00029415n	0.79
Wëll [WKT] ; Walla [ACPA] ; Wall [WKT]	N	vague;onde	Welle;Wellen	bn:00079036n	1.00
Klassa [WKT] ; Klàssa [ACPA] ; Klàss [ACPA]	N	classe;catégorie	Klasse	bn:00016733n	1.00
Epfel [WKT] ; Äpfel [ACPA;WKT] ; Àpfel [OLCA67;OLCA68;WKT]	N	pomme;pommes	Äpfel;Apfel	bn:00005054n	1.00
Buttermelch [ACPA]	N	lait de beurre;babeurre	Buttermilch	bn:00014290n	1.00
Linse [OLCA67;OLCA68] ; Lìns [OLCA67] ; Lensa [ACPA] ; Lìnsa [OLCA68]	N	lentilles;lentille	Linse;Linsen	bn:03222753n	0.87
Harkunft [ACPA] ; Harkùnft [OLCA67;OLCA68]	N	origine;provenance	Herkunft	bn:00010687n	1.00
Elsassisch [ACPA] ; Elsässisch [ACPA] ; elsässisch [WKT]	A	alsacien	elsässisch	bn:00096886a	1.00
Asswàhra [ACPA] ; Asswàhr [ACPA] ; Esswàre [OLCA67;OLCA68] ; Asswààra [ACPA]	N	comestibles;alimentation;denrée;nourriture	Esswaren	bn:00029546n	0.55
Verkaufer [OLCA67;OLCA68] ; Verkàuif [ACPA] ; Verkaifer [ACPA] ; Verkauf [OLCA67;OLCA68]	N	vendeur;vente	Verkäufer;Verkauf	bn:00068933n	0.71
trenke [OLCA67;OLCA68] ; trenka [ACPA] ; trinka [WKT] ; trinke [OLCA67;OLCA68]	V	boire	trinken	bn:00087321v	1.00
Isskàschta [ACPA] ; Iskàschte [OLCA67;OLCA68;WKT]	N	glacière;frigo;frigidaire;réfrigérateur	Eiskasten	bn:00045744n	0.85
Lerisch [ACPA] ; Lärcha [ACPA] ; Lercha [OLCA68] ; Lerrich [OLCA67]	N	alouette des champs;alouette	Lerche;Lerchen	bn:00050043n	0.87
Züahalter [ACPA]	N	souteneur;jules;maquereau;proxénète	Zuhälter;Zuhälterei	bn:00033622n	0.87
Ewwerschwammùng [OLCA68] ; Ewerschwämmung [ACPA] ; Ewwerschwämmùng [OLCA67]	N	inondation;crue	Überschwemmung;Überschwemmungen	bn:00035296n	0.75
Hàgabutte [ACPA] ; Hàgabutta [ACPA;OLCA68] ; Hàgebutte [ACPA]	N	gratte-cul;églantine;églantier	Hagebutte;Hagebutten	bn:00044200n	0.80
Lawra [ACPA] ; Läwwer [ACPA;OLCA67;OLCA68] ; Lawer [OLCA67;OLCA68] ; Làwra [WKT]	N	foie	Leber	bn:00134715n	0.82
Nuss [ACPA;WKT] ; Nussa [ACPA] ; Nùss [OLCA67;OLCA68]	N	écale;noix	Nuss	bn:00058341n	0.87
Geischter [WKT] ; Geischt [ACPA;WKT] ; Gaischt [ACPA]	N	esprit;esprits	Geist;Geistig;Geister	bn:00027551n	0.89
Ferie [OLCA67;OLCA68] ; Feria [ACPA;WKT]	N	vacances;congé	Ferien	bn:00044415n	0.71
Zeh [OLCA67;OLCA68;WKT] ; Zee [OLCA67]	N	orteil;doigts de pied;orteils	Zeh	bn:00077465n	0.89
Müll [ACPA;WKT] ; Mühl [ACPA] ; Mül [OLCA67;OLCA68;WKT] ; müel [WKT]	N	bouche	Maul	bn:00056135n	0.71
Schtahlwarik [ACPA] ; Schtàhlwark [ACPA]	N	aciérie	Stahlwerk;Stahlwerke	bn:00074134n	1.00
Frau [WKT] ; Fràui [ACPA] ; Froi [ACPA] ; Frauï [WKT]	N	femme	Frau;Frauen	bn:00053531n	0.71
Blendeköh [ACPA] ; blenda Küah [ACPA] ; blind Köh [ACPA] ; Blendaküah [ACPA]	N	colin-maillard	Blindekuh;Blinde Kuh	bn:00011270n	1.00
gwenna [ACPA] ; gewenne [OLCA67;OLCA68] ; gewenna [WKT]	V	vaincre;gagner	gewinnen	bn:00095777v	0.82
Feigling [ACPA] ; Faigleng [ACPA] ; Figleng [ACPA]	N	couard;lâche;poltron	Feigling	bn:00023603n	0.87
dãnza [WKT] ; dànze [WKT] ; tànze [ACPA] ; tànza [ACPA]	V	danser	tanzen	bn:00086272v	1.00
Versecherung [ACPA] ; Versischerung [ACPA] ; Versescherung [ACPA]	N	contrat d'assurance;assurance	Versicherungen;Versicherung	bn:00046997n	0.89
Sürampfer [ACPA;OLCA68] ; Sürämpfer [OLCA67] ; Süràmpfer [OLCA67;OLCA68]	N	oseille	Sauerampfer	bn:00068535n	1.00
grooss [OLCA67;OLCA68] ; gros [WKT] ; groos [ACPA] ; gross [OLCA67;OLCA68;WKT]	A	grand	groß	bn:00111630a	0.71
Eichel [WKT] ; Eischel [ACPA] ; Aichala [ACPA] ; Eichle [WKT]	N	gland;glands	Eichel	bn:00000960n	1.00
Biarglààs [ACPA] ; Bierglàs [OLCA67;OLCA68]	N	verre à bière	Bierglas	bn:00009594n	0.82
Raga [ACPA;OLCA68] ; Raje [OLCA67] ; Räje [OLCA67;WKT] ; Rage [WKT]	N	pluie	Regen	bn:00066033n	0.82
Scheld [ACPA] ; Schild [ACPA]	N	bouclier	Schild	bn:00031580n	1.00
Schneck [ACPA;OLCA67;WKT] ; Schnack [ACPA;OLCA67;OLCA68] ; Schnëck [WKT] ; Schnãcka [WKT]	N	escargot;escargots	Schnecke;Schnecken	bn:00031560n	1.00
Bend [ACPA] ; Bànda [ACPA] ; Benda [ACPA] ; Bind [OLCA67;OLCA68]	N	bande	Band;Bande	bn:00076100n	0.82
Kànta [ACPA] ; Kànt [ACPA]	N	arête;bord;rebord	Kante	bn:02612327n	0.87
Ràd [WKT] ; Rààd [ACPA] ; Réder [WKT] ; Rãd [WKT]	N	roues;roue	Raad;Rad	bn:00080972n	1.00
Rejel [OLCA67;OLCA68] ; Reegel [ACPA] ; Regel [OLCA68]	N	verrou	Riegel	bn:00011899n	1.00
fliaga [ACPA] ; fliega [WKT] ; flieje [WKT] ; fliege [WKT]	V	voler	fliegen	bn:00088386v	1.00
Morga [ACPA] ; Morge [WKT]	N	matinée;matin	Morgen	bn:00035851n	0.87
Iewung [WKT] ; Iawung [ACPA] ; Iwung [WKT]	N	entraînement;exercice	Übung;Übungen	bn:00032203n	0.89
Ärla [ACPA] ; Erla [OLCA68] ; Erle [ACPA;OLCA67;OLCA68] ; Erl [OLCA67]	N	aulne	Erle;Erlen	bn:00002539n	1.00
göt [ACPA] ; güat [ACPA] ; güet [OLCA67;OLCA68;WKT] ; gàttig [ACPA]	A	bon	gut	bn:00103672a	1.00
Handschig [OLCA68;WKT] ; Hàndschöh [ACPA] ; Handschi [OLCA67;WKT] ; haendschi [OLCA67;OLCA68]	N	gant;gants	Handschuh	bn:00040736n	0.87
Fluss [ACPA;OLCA67;OLCA68;WKT] ; Fliss [WKT] ; Flùss [OLCA67]	N	fleuve;rivière;rivières	Fluß;Flüsse;Fluss	bn:00067948n	0.93
Korbflàsch [ACPA] ; Korbflascha [ACPA]	N	dame-jeanne;bonbonne	Korbflasche	bn:00015892n	1.00
Chirs [WKT] ; Chirse [WKT]	N	cerise	Cerise	bn:00017356n	1.00
Wunda [ACPA] ; Wùnd [OLCA67] ; Wund [ACPA]	N	blessure;plaie	Wunde;Wunden	bn:00081668n	0.89
Fasser [WKT] ; Fàss [ACPA;OLCA67;OLCA68;WKT] ; Fässer [OLCA67;OLCA68]	N	tonneau;tonneaux;fûts	Fässer;Faß;Fass	bn:00008691n	0.73
Harda [ACPA]	N	troupeau	Herden;Herde	bn:00043801n	1.00
Teerwalt [ACPA] ; Tiarwalt [ACPA] ; Tierwalt [OLCA68] ; Tierwelt [OLCA67]	N	faune	Tierwelt	bn:00081220n	1.00
Gsätz [ACPA] ; Gsetze [WKT] ; G'setz [OLCA67;OLCA68]	N	loi;législation	Gesetz	bn:00050249n	0.82
Kucha [ACPA] ; Kuche [WKT] ; Kuch [WKT] ; Kuchi [WKT]	N	cuisine	Kochen	bn:00022412n	1.00
Hàselnussa [ACPA] ; Hàselnùss [OLCA67;OLCA68] ; Hàselnuss [OLCA67;OLCA68] ; Hàselnùs [OLCA67;OLCA68]	N	noisette;noisetier	Haselnuss;Haselnüsse	bn:00043237n	0.82
Hinter [ACPA] ; Henter [ACPA] ; Hintere [OLCA67;OLCA68]	N	derrière;séant	Hinter	bn:00005913n	0.46
bleed [ACPA] ; blöd [ACPA]	A	bête;bébête;idiot	blöd	bn:00111343a	0.58
Fatt [ACPA;OLCA67;OLCA68]	N	graisse	Fett;Fette	bn:00033761n	0.87
Himmel [ACPA;OLCA67;OLCA68] ; Hemmel [ACPA] ; Hìmmel [OLCA67]	N	ciel	Himmel	bn:00406309n	1.00
Ràkete [ACPA] ; Rãkeeta [WKT] ; Ràketa [ACPA] ; Ràkeet [WKT]	N	fusée	Rakete;Raketen	bn:00068085n	1.00
Àngscht [ACPA] ; Angscht [WKT]	N	crainte;frayeur;peur	Angst	bn:00033854n	0.67
Ei [WKT] ; Eier [OLCA67;OLCA68;WKT] ; Ai [ACPA]	N	oeuf;œuf;oeufs;œufs	Eier;Ei	bn:00029914n	1.00
Stecker [OLCA67;OLCA68] ; Schtecker [ACPA] ; Schtäcker [ACPA]	N	prise;fiche	Stecker	bn:00030158n	0.71
Àfanger [ACPA] ; Ànfänger [ACPA]	N	néophyte;débutant;novice	Anfänger	bn:00031048n	0.76
Hìmbeer [OLCA67] ; Himbeer [ACPA;OLCA67;OLCA68;WKT] ; Hembeera [ACPA] ; Hìmbeera [OLCA68]	N	framboise	Himbeeren;Himbeere	bn:00066209n	0.87
Dãch [WKT] ; Dàch [ACPA;WKT] ; Dächer [WKT]	N	toit;toiture;toits	Dächer;Dach	bn:00068220n	1.00
ungefär [ACPA] ; ungfar [ACPA] ; ungfahr [ACPA] ; ùngefähr [OLCA67;OLCA68]	ADV	environ;approximativement	ungefähr	bn:00114073r	0.65
Temperàtüre [OLCA67;OLCA68] ; Tämpratür [ACPA] ; Temperàtür [OLCA67;OLCA68] ; Temperatur [OLCA67;OLCA68]	N	temperature;température;températures	Temperatur;Temperaturen	bn:00076457n	0.91
Pflànza [ACPA;OLCA68] ; Pflànze [OLCA67] ; Pflanze [OLCA67;OLCA68]	N	plantes;flore;plante	Pflanze;Pflanzen	bn:00035324n	1.00
Meschte [OLCA67;OLCA68] ; Mischt [ACPA;OLCA67;OLCA68] ; Mescht [ACPA]	N	fumure;fumier	Mist	bn:00053287n	0.87
Hamd [WKT] ; Hamder [WKT] ; Hëmd [WKT] ; Hàmd [ACPA]	N	chemise;chemises	Hemd;Hemden	bn:00071142n	0.89
Gelank [ACPA] ; Gelänk [OLCA67] ; Glank [ACPA] ; Glänk [OLCA68]	N	articulation	Gelenke;Gelenk	bn:00006137n	1.00
Wohnsetz [ACPA] ; Wohnsitz [ACPA]	N	domicile;résidence;demeure	Wohnsitz	bn:00000355n	1.00
Làmpa [ACPA] ; Làmp [OLCA67;OLCA68;WKT]	N	lampe	Lampe	bn:00049804n	1.00
Stiffel [WKT] ; Schteefala [ACPA] ; Schteefel [ACPA] ; Steffel [OLCA67;OLCA68]	N	bottillon;botte;bottes	Stiefel	bn:00012166n	0.75
Watter [ACPA;OLCA68;WKT] ; Wëtter [WKT] ; Wetter [OLCA67]	N	météo;temps	Wetter	bn:00006808n	0.87
Niere [OLCA67;OLCA68] ; Niara [ACPA] ; Nier [OLCA67]	N	rein;reins	Nieren;Niere	bn:00049083n	0.89
Fiess [OLCA67;OLCA68;WKT] ; Füass [ACPA] ; Füess [OLCA67;OLCA68;WKT]	N	pied;pieds	Fuße;Fuß;Fuss;Füße	bn:00035679n	0.82
Ardbeer [OLCA67;OLCA68] ; Erdbeere [ACPA] ; Ardbeera [ACPA;OLCA68] ; Ärdbeer [OLCA67]	N	fraise	Erdbeeren;Erdbeere	bn:00074577n	0.87
Waj [ACPA;OLCA68] ; Wäj [OLCA67;WKT] ; Wag [ACPA;WKT]	N	chemin	Weg	bn:00077905n	1.00
Majoràn [ACPA;OLCA67;OLCA68]	N	marjolaine;origan	Majoran	bn:00053442n	1.00
Wüste [OLCA67;OLCA68] ; Wüüschte [WKT] ; Wiaschta [ACPA] ; Wieschta [WKT]	N	désert	Wüsten;Wüste	bn:00026519n	1.00
Fànster [WKT] ; Fanschter [ACPA;WKT] ; Fënschter [WKT]	N	fenêtre;fenêtres	Fenster	bn:00081285n	1.00
Hanker [ACPA] ; Henker [ACPA]	N	bourreau	Henker	bn:00042863n	1.00
Duft [ACPA] ; Deft [ACPA]	N	arôme;odeur;parfum	Duft	bn:00005846n	1.00
kaufa [WKT] ; koïfe [WKT] ; kaife [WKT] ; kàuifa [ACPA]	V	acheter	kaufen	bn:00084331v	1.00
Tomàtt [WKT] ; Tomàte [OLCA68] ; Tomàt [OLCA67] ; Tomàta [ACPA;OLCA68]	N	tomate	Tomaten;Tomate	bn:00052131n	1.00
Wolike [OLCA67;OLCA68] ; Wulka [ACPA;OLCA68;WKT] ; Wollik [OLCA67;OLCA68] ; Wolik [WKT]	N	nuages;nuage	Wolke;Wolken	bn:00020002n	1.00
wäscha [WKT] ; wäsche [OLCA67;OLCA68] ; wascha [ACPA]	V	laver	waschen	bn:00095650v	1.00
Pàppel [OLCA67] ; Pàppla [ACPA;OLCA68] ; Pappela [WKT]	N	peuplier	Pappel	bn:00039302n	1.00
Rucksitta [ACPA]	N	revers;arrière;dos	Rückseite	bn:00007728n	1.00
Màlzer [OLCA67;OLCA68] ; Màlz [ACPA;OLCA67;OLCA68]	N	malt;malteur	Malz;Mälzer	bn:00053041n	0.75
Hùpfe [OLCA67] ; Hupfa [ACPA;OLCA68] ; Hopfe [OLCA67;OLCA68]	N	houblon	Hopfen	bn:00044728n	1.00
dick [ACPA;OLCA67;OLCA68;WKT] ; deck [ACPA] ; déck [WKT]	A	épais	dick	bn:00111824a	1.00
Kurwa [ACPA;WKT]	N	virage;tournant	Kurve	bn:00009869n	0.82
Màkrälla [ACPA] ; Màkralla [ACPA] ; Makrele [OLCA67;OLCA68]	N	maquerelle;maquereau	Makrelen;Makrele	bn:00021123n	0.87
Frosch [ACPA;OLCA67;OLCA68;WKT] ; Fresch [ACPA;OLCA68;WKT]	N	grenouille	Frösche;Frosch	bn:00004795n	0.65
Tràna [WKT] ; Träne [OLCA67;OLCA68] ; Trana [ACPA]	N	larme;larmes	Tränen;Träne	bn:00024162n	0.89
Schurz [OLCA67;OLCA68] ; Schurtz [ACPA] ; Schùrz [OLCA67;OLCA68]	N	tablier	Schürze;Schürzen	bn:00005180n	1.00
züemàche [OLCA67;OLCA68] ; züamàcha [ACPA] ; zümàche [ACPA]	V	fermer	zumachen	bn:00085162v	0.71
blind [ACPA] ; blend [ACPA] ; Blend [ACPA]	N	aveugle;non-voyant	Blind;Blinder	bn:00011271n	0.76
Müüs [OLCA67;OLCA68;WKT] ; Miis [WKT] ; Müs [ACPA;WKT]	N	souris	Mäuse;Maus	bn:00277032n	0.82
Màglaräi [ACPA] ; Màklaräi [ACPA] ; Màkler [OLCA67;OLCA68]	N	courtage;courtier	Mäkler;Makler	bn:00001975n	1.00
Base [OLCA67;OLCA68] ; Baasa [ACPA] ; Bäse [ACPA]	N	balai	Besen	bn:00010088n	1.00
Melone [OLCA67;OLCA68] ; Melona [ACPA] ; Melon [OLCA67;OLCA68;WKT]	N	melon	Melone	bn:03487027n	1.00
hàppa [WKT] ; Hapa [ACPA] ; Hüp [WKT]	N	klaxon	Hupe	bn:00019623n	1.00
Quatsch [WKT] ; Qwàtch [WKT]	N	balivernes;bêtises	Quatsch	bn:00008221n	0.87
trucka [ACPA] ; trùcke [OLCA67;OLCA68]	A	sec	trocken	bn:00101839a	1.00
Nüdle [OLCA67;OLCA68] ; Nüdla [ACPA] ; Nüdel [OLCA68]	N	nouille;nouilles	Nudel	bn:00057980n	1.00
Hùmmel [OLCA67] ; Hummla [ACPA;OLCA68] ; Hummel [ACPA]	N	bourdon	Hummel	bn:00013854n	1.00
Lunganenzentung [ACPA] ; Lungeentzindùng [OLCA67;OLCA68] ; Lungenentzindung [OLCA67;OLCA68]	N	pneumonie	Lungenentzündung	bn:00063143n	1.00
Làwina [ACPA] ; Làwin [ACPA] ; Làwiin [OLCA67;OLCA68]	N	avalanche	Lawine;Lawinen	bn:00007428n	1.00
Mööwe [WKT] ; Meewa [ACPA] ; Mööf [WKT]	N	mouettes;mouette	Möwe;Möwen;Möven;Möve	bn:00042189n	0.93
Kujelschriwwer [ACPA] ; Kugalaschriwer [ACPA] ; Kegalaschriwer [ACPA]	N	bic;stylo à bille	Kugelschreiber	bn:00008204n	0.77
Riffe [ACPA;OLCA67;OLCA68] ; Riffa [ACPA]	N	givre	Reif	bn:00036661n	0.71
Kling [OLCA67] ; Klinge [OLCA68] ; Klenga [ACPA]	N	lame	Klinge	bn:03530695n	1.00
Gaischt [ACPA] ; Geischt [ACPA;WKT]	N	fantôme	Geist;Geister	bn:00040370n	0.87
Seif [WKT] ; Saif [OLCA67;OLCA68] ; Saifa [ACPA]	N	savon	Seifen;Seife	bn:00072496n	1.00
Kieferei [OLCA67;OLCA68] ; Kiefer [OLCA67;OLCA68] ; Kiaffer [ACPA]	N	tonnellerie;tonnelier	Küfer;Küferei	bn:00008698n	0.89
unhailbàr [ACPA]	A	irrémédiable;inguérissable;incurable	unheilbar	bn:00104899a	1.00
Luchs [OLCA68] ; Lucks [ACPA] ; Lùchs [OLCA67]	N	lynx;linx	Luchs;Luchse	bn:00016667n	1.00
bliiwe [WKT] ; bliwa [ACPA] ; bliiwa [WKT]	V	rester	bleiben	bn:00092756v	1.00
Fingerhüet [ACPA] ; Fengerhüat [ACPA] ; Fìngerhüet [OLCA67;OLCA68]	N	digitale	Fingerhut;Fingerhüte	bn:00027092n	0.82
Fàmelia [ACPA] ; Fàmeli [ACPA] ; Fàmili [WKT]	N	famille	Familie;Family;Familien	bn:00032896n	0.71
Schlààg [ACPA] ; Schlàà [ACPA] ; Schlaa [OLCA67]	N	coup	Schlag	bn:00011442n	0.82
Tod [ACPA] ; Dot [OLCA67;OLCA68] ; Dod [OLCA67;OLCA68]	N	mort	Tod;Toter	bn:00025583n	0.82
zaige [WKT] ; zaiga [ACPA] ; zaje [WKT]	V	montrer	zeigen	bn:00083245v	1.00
namme [OLCA67;OLCA68] ; namma [ACPA] ; nãmma [WKT]	V	prendre	nehmen	bn:00082206v	1.00
Zack [ACPA;OLCA67;OLCA68] ; Zäck [OLCA67;OLCA68]	N	tique	Zecke;Zecken	bn:00077170n	1.00
Sàlbai [ACPA] ; Sàlbei [OLCA67;OLCA68]	N	sauge	Salbei	bn:00068822n	0.82
Gassel [OLCA67;WKT] ; Gassla [ACPA;OLCA68]	N	ruelle	Gässle	bn:00002852n	0.71
Murmeltier [OLCA68] ; Mùrmeltier [OLCA67] ; Murmeltiar [ACPA]	N	marmotte	Murmeltiere;Murmeltier	bn:00041929n	1.00
Pfànna [ACPA]	N	poêle	Pfanne	bn:00036719n	1.00
Brànd [ACPA] ; Brand [WKT]	N	incendier;incendie	Brand;Brände	bn:00021764n	1.00
Büach [ACPA] ; Bööch [WKT] ; Büech [WKT]	N	livre	Buch	bn:00012059n	0.71
Waffa [WKT] ; Wàffa [ACPA] ; Wàff [ACPA]	N	arme	Waffe;Waffen	bn:00005704n	0.77
Àpplàuis [ACPA] ; Àpplois [ACPA]	N	acclamation;applaudissement	Applaus	bn:00000701n	0.67
DÀnkbàrkeit [ACPA] ; Dànkbàrkait [ACPA]	N	reconnaissance;gratitude	Dankbarkeit	bn:00041465n	1.00
Geburt [ACPA]	N	naissance;accouchement	Geburten;Geburt	bn:00010665n	0.89
Schnãwel [WKT] ; Schnàwel [ACPA;OLCA68] ; Schnàwwel [OLCA67]	N	bec	Schnabel	bn:00009304n	1.00
Bàdwànn [ACPA;WKT] ; Bàdwànna [ACPA] ; Bàdwànne [WKT]	N	baignoire	Badewanne	bn:00008992n	1.00
Schwàngerschàft [ACPA;OLCA67;OLCA68]	N	maternité;gestation;grossesse	Schwangerschaften;Schwangerschaft	bn:00040332n	0.85
Kerbs [ACPA] ; Kirbs [ACPA] ; Kerbsa [ACPA]	N	courge	Kürbis;Kürbisse	bn:00041182n	1.00
Wida [ACPA] ; Wiida [OLCA68] ; Wiid [OLCA67]	N	saule	Weide;Weiden	bn:00081240n	1.00
Ànker [OLCA67;OLCA68;WKT] ; Ãnker [WKT]	N	ancres;ancre	Anker	bn:00003895n	0.87
Màdàm [ACPA;WKT]	N	dame;madame	Madame;Madam	bn:00052638n	0.71
Arnt [ACPA;OLCA67;OLCA68] ; Ernt [OLCA67]	N	récolte;moisson	Ernten;Ernte	bn:00043091n	0.75
Bischpil [ACPA] ; Beispihl [WKT] ; Bischpeel [ACPA]	N	exemple	Beispiel	bn:00032099n	1.00
Glander [ACPA] ; Geländer [ACPA]	N	rampe;balustrade	Geländer	bn:00008247n	0.87
Gàwwel [OLCA67;OLCA68;WKT] ; Gàwel [WKT] ; Gãwela [WKT]	N	fourchette	Gabel	bn:00035902n	1.00
Ehefroi [ACPA] ; Ehafràui [ACPA]	N	épouse;femme	Ehefrau	bn:00053531n	0.71
Kopfkisse [WKT] ; Kopfakessa [ACPA] ; Kopfekisse [WKT]	N	oreiller	Kopfkissen	bn:00062414n	0.82
Süde [OLCA67;OLCA68;WKT] ; Süda [ACPA]	N	sud	Süd;Süden	bn:00029053n	1.00
Getrank [ACPA] ; Getrànk [WKT]	N	breuvage;boisson	Getränke;Getränk	bn:00010183n	0.63
Schtroos [ACPA] ; Stross [WKT] ; Stros [WKT]	N	rue	Strasse;Straße	bn:00074595n	1.00
Hard [ACPA] ; Herd [ACPA]	N	fourneau;cuisinière	Herd	bn:00022423n	0.87
Bersch [OLCA68] ; Berschi [OLCA67;OLCA68] ; Pärschi [ACPA]	N	perche	Barsch	bn:03243564n	1.00
Pfif [WKT] ; Pfiff [OLCA67;OLCA68] ; Pfeif [WKT]	N	sifflet	Pfeife;Pfeifen	bn:00081044n	1.00
Hirnhütentzindung [OLCA67;OLCA68] ; Hernhüttänzendung [ACPA] ; Hirnhütentzindùng [OLCA67;OLCA68]	N	méningite	Hirnhautentzündung	bn:00054336n	1.00
Trummela [WKT] ; Trummel [WKT] ; Trummla [ACPA]	N	tambour	Trommler;Trommel	bn:02340013n	0.82
Tail [ACPA] ; Teil [WKT]	N	partie;part	Teil	bn:00060764n	0.82
Màngel [ACPA]	N	pénurie;manque;carence	Mangel	bn:00025913n	1.00
Spinat [WKT] ; Schpenàt [ACPA] ; Spinàt [OLCA67;OLCA68]	N	épinard	Spinat	bn:00064334n	1.00
Dràch [ACPA] ; Drãcha [WKT] ; Dràche [WKT]	N	dragon	Drachen;Drache	bn:00028582n	1.00
Kãmel [WKT] ; Kàmeel [WKT] ; Kàmel [ACPA]	N	chameau	Kamel;Kamele	bn:00014993n	1.00
Hoosa [ACPA] ; Hose [WKT] ; Hosse [WKT]	N	pantalon;culotte	Hose;Hosen	bn:00011431n	0.87
Muschle [WKT] ; Muschla [ACPA] ; Muschel [ACPA]	N	coquillages;coquillage	Muschel	bn:00070052n	1.00
schwemma [ACPA] ; schwimme [WKT] ; schwëmma [WKT]	V	nager	schwimmen	bn:00094675v	1.00
Leffel [WKT] ; Läffel [ACPA] ; Läfla [WKT]	N	cuillère;cuiller	Löffel	bn:00073547n	1.00
Wianachta [ACPA] ; Wihnàchte [WKT] ; Wihnàcht [WKT]	N	noël	Weihnachten	bn:00018836n	0.82
Schlëssel [WKT] ; Schlessel [ACPA]	N	clef;clé	Schlüssel	bn:00048985n	1.00
Fleischfresser [ACPA] ; Flaischfrasser [ACPA]	N	carnassier;carnivore	Fleischfresser	bn:00016143n	0.87
Johr [ACPA;OLCA67;OLCA68;WKT]	N	an;année	Jahr	bn:00004379n	0.82
Krot [OLCA67;OLCA68] ; Krott [ACPA;OLCA67;OLCA68]	N	crapaud	Kröte;Kröten	bn:00004795n	0.65
Janner [ACPA;OLCA67;OLCA68;WKT] ; Jänner [OLCA67]	N	janvier	Jan;Jänner;Januar	bn:00047960n	0.89
bewise [ACPA] ; bewisa [ACPA]	V	démontrer;prouver	beweisen	bn:00086567v	0.71
Schübkàrra [ACPA] ; Schübkàrre [OLCA67;OLCA68]	N	brouette	Schiebkarre;Schubkarre;Schubkarren	bn:00008725n	1.00
schattig [OLCA68] ; Schatte [OLCA67;OLCA68] ; Schàtta [ACPA]	N	ombre	Schatten	bn:03365411n	1.00
Àppadit [ACPA] ; Àbedid [ACPA] ; Appetit [WKT]	N	appétit	Appetit	bn:00005047n	0.82
Verbesserung [WKT] ; Verbässerung [ACPA] ; Verbesserùng [OLCA67;OLCA68]	N	amélioration	Verbesserung	bn:00003322n	1.00
Lüüs [OLCA67;OLCA68] ; Lüs [ACPA] ; Liis [OLCA67;OLCA68]	N	pou;poux	Laus;Läuse	bn:00052114n	1.00
Vorschreft [ACPA] ; Vorschrefta [ACPA] ; Vorschrift [OLCA67;OLCA68]	N	ordonnance;règlement;réglementation	Vorschriften	bn:00059436n	1.00
Räschnung [ACPA] ; Rechnung [OLCA67]	N	addition;facture	Rechnung;Rechnungen	bn:00000746n	0.87
Kimmel [ACPA;OLCA67;OLCA68] ; Kemmel [ACPA]	N	cumin	Kümmel	bn:00024386n	1.00
Bruscht [ACPA;OLCA67;OLCA68] ; Brùscht [OLCA67;OLCA68]	N	sein;poitrine	Brust;Brüste	bn:00012047n	0.89
